hotel_id,state,city,ratings,alcohol_availability,hotel_name,total_rooms,category,pricing,meals
247,Kerala,Idukki,1.9,Without Alcohol,Hotel Victoria International,10,3,68129,Breakfast
248,Kerala,IRITTY,2.9,Without Alcohol,HOTEL SURYA,11,3,46927,Lunch
249,Kerala,IRITTY,3.7,Without Alcohol,K K TOURIST HOME,20,3,60372,Dinner
250,Kerala,IRITTY,3.5,Without Alcohol,Sky Paradise,16,3,73419,All meals
251,Kerala,KALADY,3.1,Without Alcohol,EDASSERY VILLAGE RESORT,10,3,47529,Breakfast
252,Kerala,Kalpetta,4.1,Without Alcohol,Chembra Residency  A unit of jilsu associates LLP ,10,3,62831,Dinner
253,Kerala,Kanhangad,3.1,Without Alcohol,MALANADU TOURIST HOME ,14,3,71823,Lunch
254,Kerala,Kanhangad,4.6,Without Alcohol,NEELESHWAR HERMITAGE,18,3,74283,Breakfast
255,Kerala,Kannur,2.4,Without Alcohol,Geetha Residency,10,3,68521,All meals
256,Kerala,Kannur,4,Without Alcohol,Broad Bean   A Unit Of KK Leisures and Tourism International Pvt  Ltd  ,15,3,66428,Lunch
257,Kerala,Kannur,3,Without Alcohol,Hotel Parassini Polariz,36,3,63972,Dinner
258,Kerala,Kannur,1.1,Without Alcohol,Hotel Samudra,11,3,51273,Breakfast
259,Kerala,Kannur,2.3,Without Alcohol,HOTEL SKY PARK,19,3,54639,All meals
260,Kerala,Kannur,2.4,Without Alcohol,LA SERENE HOTEL,14,3,45923,Lunch
261,Kerala,Kannur,2.4,Without Alcohol,Lyndas Residency,12,3,68421,Dinner
262,Kerala,Kannur,3.1,Without Alcohol,Rajadhani,10,3,35154,All meals
263,Kerala,Kannur,2.6,Without Alcohol,SNEHA INN,14,3,49327,Breakfast
264,Kerala,Karunagapally,1.4,Without Alcohol,Hotel Comfort Regency,11,3,74629,Lunch
265,Kerala,Karunagapally,4.9,Without Alcohol,HOTEL INDRAPRASTHA,21,3,67539,Dinner
266,Kerala,Kasaragod,1.9,Without Alcohol,J K  Residency Kasaragod,10,3,67539,All meals
267,Kerala,KASARGOD,2.9,Without Alcohol,HOTEL BEKAL PALACE,20,3,52317,Breakfast
268,Kerala,KASARGOD,3.7,Without Alcohol,HOTEL LANDMARK,12,3,70931,Dinner
269,Kerala,Kayamkulam,3.5,Without Alcohol,HIGHWAY PALACE  A LEASED PROPERTY FROM HOTEL HIGHWAY PARK ,11,3,71892,Lunch
270,Kerala,Kayamkulam,3.1,Without Alcohol,HOTEL ROMA CENTRAL ,10,3,69127,All meals
271,Kerala,Kochi,4.1,Without Alcohol,Arakkathara tourist home,10,3,63729,Breakfast
272,Kerala,Kochi,3.1,Without Alcohol,GINO TOURIST HOME,10,3,68582,Dinner
273,Kerala,Kochi,4.6,Without Alcohol,KALAMASSERY TOURIST HOME,19,3,44832,All meals
274,Kerala,Kochi,5,Without Alcohol,The Cochin Legacy  Labella Hospitality Pvt  Ltd  ,25,3,61983,Lunch
275,Kerala,Kochi,2.2,Without Alcohol,THE INTERNATIONAL HOTEL,35,3,75000,Breakfast
276,Kerala,Kodungallur,4.4,Without Alcohol,Aswathy Bar and Hotel,10,3,70923,Dinner
277,Kerala,Kodungallur,3.2,Without Alcohol,Hotel Palace EN Paradise,10,3,58194,All meals
278,Kerala,Kodungallur,2,Without Alcohol,KALLADA RESIDENCY,10,3,66921,Breakfast
279,Kerala,Kodungallur,2.972461752,Without Alcohol,Polakulath Tourist Home  Pullut ,10,3,59382,Lunch
280,Kerala,Kollam,2.972461752,Without Alcohol,HIGHLAND HOTEL AND RESORTS,22,3,65418,Dinner
281,Kerala,Kollam,1,Without Alcohol,HOTEL ANTONY S TOWER,11,3,53293,All meals
282,Kerala,Kollam,4.4,Without Alcohol,HOTEL DE ORIENT,10,3,45839,Breakfast
283,Kerala,Kollam,3.4,Without Alcohol,HOTEL DONA CASTLE   a unit of Edassery Group of Hotels Pvt Ltd  ,17,3,49172,Dinner
284,Kerala,Kollam,1.6,Without Alcohol,Hotel Emerald Palace,10,3,68129,Lunch
285,Kerala,Kollam,3.5,Without Alcohol,HOTEL HARISREE,12,3,46927,All meals
286,Kerala,Kollam,2.4,Without Alcohol,Hotel Lake View ,10,3,60372,Breakfast
287,Kerala,Kollam,4,Without Alcohol,HOTEL PALAZHI,11,3,73419,Lunch
288,Kerala,Kollam,3,Without Alcohol,Hotel Railview,18,3,47529,Dinner
289,Kerala,Kollam,1.1,Without Alcohol,Hotel Sea Palace,20,3,62831,All meals
290,Kerala,Kollam,2.3,Without Alcohol,Hotel Shilpa Retreat,10,3,71823,Breakfast
291,Kerala,Kollam,2.4,Without Alcohol,HOTEL SOORYA,10,3,74283,Dinner
292,Kerala,Kollam,4.9,Without Alcohol,HOTEL VIJAYA CASTLE,21,3,68521,Lunch
293,Kerala,Kollam,1.4,Without Alcohol,Hotel Vijaya Palace,14,3,66428,All meals
294,Kerala,Kollam,3.4,Without Alcohol,Mangalath Hotel and Resorts,15,3,63972,Breakfast
295,Kerala,Kollam,4,Without Alcohol,MARIYALAYAM MUNROE ISLAND RESIDENCY,12,3,51273,Lunch
296,Kerala,Kollam,3,Without Alcohol,ROYALE REGENCY HOTEL AND CONVENTION CENTER,29,3,54639,Dinner
297,Kerala,Kollam,5,Without Alcohol,San Tourist Home ,11,3,45923,All meals
298,Kerala,Kollam,4,Without Alcohol,SREE GOKULAM RESIDENCY   A UNIT OF SREE GOKULAM HOTEL  INDIA  PVT LTD ,11,3,45846,Breakfast
299,Kerala,Kollam,2.2,Without Alcohol,THE ESQUIRE PARK,12,3,31587,Dinner
300,Kerala,Kollam,4.5,Without Alcohol,Vijaya Hotel and Bar,10,3,85563,Lunch
301,Kerala,Kottayam,5,Without Alcohol,Finch Hotels  A unit of Ms Finch Hotels and Traders Pvt Ltd ,19,3,41581,All meals
302,Kerala,Kottayam,2.2,Without Alcohol,HOTEL AIDA,33,3,71547,Breakfast
303,Kerala,Kottayam,4.4,Without Alcohol,Hotel Alaina,10,3,73821,Lunch
304,Kerala,Kottayam,3.2,Without Alcohol,Hotel Anjali Park,19,3,68821,Dinner
305,Kerala,Kottayam,2,Without Alcohol,HOTEL ARCADIA,47,3,71823,All meals
306,Kerala,Kottayam,1,Without Alcohol,Hotel Armani,10,3,69832,Breakfast
307,Kerala,Kottayam,4.4,Without Alcohol,HOTEL BREEZE INTERNATIONAL ,10,3,70932,Dinner
308,Kerala,Kottayam,3.4,Without Alcohol,HOTEL CASTLE RESIDENCY,11,3,67823,Lunch
309,Kerala,Kottayam,1.6,Without Alcohol,HOTEL MEDAS,11,3,72932,All meals
310,Kerala,Kottayam,3.5,Without Alcohol,HOTEL NITHYA,11,3,69821,Breakfast
311,Kerala,Kottayam,2.4,Without Alcohol,Hotel Pankaj ,10,3,71832,Dinner
312,Kerala,Kottayam,4,Without Alcohol,HOTEL PRESIDENCY,10,3,68823,Lunch
313,Kerala,Kottayam,3,Without Alcohol,HOTEL PRINCE  ,10,3,76683,All meals
314,Kerala,Kottayam,1.1,Without Alcohol,HOTEL SUMMERSAND RESTAURANT,11,3,82142,Breakfast
315,Kerala,Kottayam,2.3,Without Alcohol,HOTEL VARSHA INTERNATIONAL RESIDENCY,15,3,83675,Lunch
316,Kerala,Kottayam,2.4,Without Alcohol,Hotel Zodiac International,10,3,87729,Dinner
317,Kerala,Kottayam,4,Without Alcohol,JOYEES RESIDENCY,12,3,95672,All meals
318,Kerala,Kottayam,3,Without Alcohol,Merlin Residency,11,3,87123,Breakfast
319,Kerala,Kovalam,2,Without Alcohol,DIAMOND PALACE HOTEL,10,3,93485,Dinner
320,Kerala,Kovalam,3,Without Alcohol,HOTEL SEA FACE,20,3,92746,Lunch
321,Kerala,Koyilandy,5,Without Alcohol,Kalyan Residency,11,3,86249,All meals
322,Kerala,Kozhikode,4,Without Alcohol,Hotel Hasthinapuri Inn,14,3,78835,Breakfast
323,Kerala,Kozhikode,2.2,Without Alcohol,HOTEL MONAD,20,3,78236,Lunch
324,Kerala,Kozhikode,4.5,Without Alcohol,Hotel Springway  A unit of Hotel Springway LLP ,11,3,81123,Dinner
325,Kerala,Kozhikode,5,Without Alcohol,HOTEL THUSHARA INTERNATIONAL,19,3,79832,All meals
326,Kerala,Kozhikode,2.2,Without Alcohol,Kings Regency  A unit of King s Regency LLP ,11,3,89357,Breakfast
327,Kerala,Kozhikode,4.4,Without Alcohol,KOVILAKAM RESIDENCY  A UNIT OF KOVILAKAM RESIDENCY PRIVATE LIMITED ,27,3,76249,Dinner
328,Kerala,Kozhikode,3.2,Without Alcohol,MEDORA HOTEL,40,3,88724,Lunch
329,Kerala,Kozhikode,2,Without Alcohol,Park Residency,16,3,61092,All meals
330,Kerala,Kozhikode,2.972461752,Without Alcohol,Queens Hotel,11,3,38745,Breakfast
331,Kerala,Kozhikode,4,Without Alcohol,Theertha International,15,3,43926,Dinner
332,Kerala,Kunnamkulam,3,Without Alcohol,R C Park,10,3,50283,Lunch
333,Kerala,Kunnamkulam,1.1,Without Alcohol,victory inn park residency,10,3,41690,All meals
334,Kerala,Malappuram,2.3,Without Alcohol,Hotel Mahendrapuri,12,3,63172,Breakfast
335,Kerala,Malappuram,2.4,Without Alcohol,HOTEL PICNIC  A UNIT OF KOCHIKUNNEL WINES ,10,3,37840,Dinner
336,Kerala,Malappuram,4.7,Without Alcohol,Hotel Samrat and Tourist Home,10,3,66821,Lunch
337,Kerala,Malappuram,4.1,Without Alcohol,Hotel Souparnika Inn  A unit of Hotel Souparnika Inn Pvt Ltd  ,12,3,67439,All meals
338,Kerala,Malappuram,1.3,Without Alcohol,HOTEL SWAGATH,10,3,40512,Breakfast
339,Kerala,Malappuram,1,Without Alcohol,ROSE RESIDENCY,13,3,54309,Lunch
340,Kerala,Mavelikkara,4.4,Without Alcohol,HOTEL SIXER,10,3,67918,Dinner
341,Kerala,Mavelikkara,3.4,Without Alcohol,HOTEL TRAVANCORE REGENCY,11,3,60287,All meals
342,Kerala,Munnar,1.6,Without Alcohol,Hotel Princess De Munnar,10,3,62850,Breakfast
343,Kerala,Munnar,3.5,Without Alcohol,ISSACS RESIDENCY,32,3,69730,Dinner
344,Kerala,Muvattupuzha,2.4,Without Alcohol,Janatha Tourist Home,10,3,57182,Lunch
345,Kerala,Muvattupuzha,4,Without Alcohol,NEELAMBARI SUITES,22,3,58392,All meals
346,Kerala,Muvattupuzha,3,Without Alcohol,The Krishna Regency Muvattupuzha ,11,3,72418,Breakfast
347,Kerala,Ottappalam,1.1,Without Alcohol,KOTTARAMHOTELS PVT LTD,19,3,69592,Lunch
348,Kerala,Palai,2.3,Without Alcohol,Hotel Maharani,12,3,32798,Dinner
349,Kerala,Palai,2.4,Without Alcohol,Hotel Zodiac,11,3,64291,All meals
350,Kerala,Palakkad,1,Without Alcohol,DEEPA RESTAURANT AND TOURIST HOME,11,3,59345,Breakfast
351,Kerala,Palakkad,3,Without Alcohol,GAYATHRI INN,11,3,50938,Dinner
352,Kerala,Palakkad,4,Without Alcohol,HOTEL CHANAKYA,11,3,73129,Lunch
353,Kerala,Palakkad,3,Without Alcohol,HOTEL DIANA  THE SOUTH MALABAR TRADING COMPANY ,11,3,70382,All meals
354,Kerala,Palakkad,5,Without Alcohol,HOTEL GAYATHRI INTERNATIONAL,13,3,45845,Breakfast
355,Kerala,Palakkad,4,Without Alcohol,HOTEL GAYATHRI REGENCY,13,3,35829,Lunch
356,Kerala,Palakkad,2.2,Without Alcohol,Hotel Govardhana,12,3,49327,Dinner
357,Kerala,Palakkad,4.5,Without Alcohol,HOTEL KAIRALI,14,3,74629,All meals
358,Kerala,Palakkad,5,Without Alcohol,HOTEL KAIRALI TOWERS,12,3,67539,Breakfast
359,Kerala,Palakkad,2.2,Without Alcohol,HOTEL MAPS RESIDENCY,14,3,67539,Lunch
360,Kerala,Palakkad,4.4,Without Alcohol,Hotel Rajadhani,12,3,52317,Dinner
361,Kerala,Palakkad,3.2,Without Alcohol,JYOTHIS REGENCY  A unit of Moochikunnans Hotel Pvt  Ltd  ,20,3,70931,All meals
362,Kerala,Palakkad,3.1,Without Alcohol,KALYAN TOURIST HOME,15,3,96723,Breakfast
363,Kerala,Palakkad,4,Without Alcohol,Sree Narayana Hotel,11,3,79348,Lunch
364,Kerala,Palakkad,3,Without Alcohol,The Gold Hotel,10,3,84515,Dinner
365,Kerala,Paravoor,1.1,Without Alcohol,Hotel Grand Muziris,11,3,96482,All meals
366,Kerala,Paravoor,2.3,Without Alcohol,JAYA TOURIST HOME,10,3,88823,Breakfast
367,Kerala,Pathanamthitta,2.4,Without Alcohol,Hotel Amala,10,3,93457,Dinner
368,Kerala,Pathanamthitta,4.7,Without Alcohol,Hotel Heyday Inn,10,3,77534,Lunch
369,Kerala,Pathanamthitta,4.1,Without Alcohol,HOTEL SEA BLUE,10,3,86592,All meals
370,Kerala,Pathanamthitta,1.3,Without Alcohol,HOTEL SURYA AND GIRIRANI TOURIST HOME,10,3,89924,Breakfast
371,Kerala,Pathanamthitta,2.4,Without Alcohol,KUTTIES RESIDENCY,11,3,92834,Dinner
372,Kerala,Pathanamthitta,3.1,Without Alcohol,Shines Tourist Hotel,12,3,93482,Lunch
373,Kerala,Pattambi,2.6,Without Alcohol,NAKSHATRA REGENCY,12,3,97834,All meals
374,Kerala,Payyanur,1.4,Without Alcohol,HOTEL ARCHANA AND DWARAKA TOURIST HOME,22,3,79764,Breakfast
375,Kerala,Payyanur,4.9,Without Alcohol,K B C GREEN PARK HOTEL,22,3,88342,Dinner
376,Kerala,Perumbavoor,1.9,Without Alcohol,EAGLE TOURIST HOME,10,3,87752,Lunch
377,Kerala,Perumbavoor,2.9,Without Alcohol,EMBASSERY RESIDENCY,11,3,87935,All meals
378,Kerala,Perumbavoor,3.7,Without Alcohol,HOTEL ANJALY INTERNATIONAL,10,3,91428,Breakfast
379,Kerala,Perumbavoor,3.5,Without Alcohol,Manna Tourist Home,10,3,98235,Lunch
380,Kerala,Perumbavoor,3.1,Without Alcohol,RITZ INTERNATIONAL,11,3,89236,Dinner
381,Kerala,Ponnani,4.1,Without Alcohol,HOTEL SAAYOOJ,10,3,86523,All meals
382,Kerala,Punalur,3.1,Without Alcohol,NARENDRA REGENCY,11,3,87239,Breakfast
383,Kerala,Quilandy,4.6,Without Alcohol,Park Residency,15,3,95482,Dinner
384,Kerala,Shoranur,3,Without Alcohol,Apsara Tourist Home,10,3,82346,Lunch
385,Kerala,Sultan Bathery,5,Without Alcohol,HOTEL THE RESORT,10,3,91764,All meals
386,Kerala,Taliparamba,4,Without Alcohol,HOTEL CHEMBARATHY GARDEN,17,3,92648,Breakfast
387,Kerala,Thalikkulam,2.2,Without Alcohol,Central Residency   Unit of Vynika Hotels Private Limited ,10,3,89524,Dinner
388,Kerala,Thekkady,4.5,Without Alcohol,HOLIDAY VISTA  M S C Hotels and Resorts Pvt Ltd  ,52,3,94987,Lunch
389,Kerala,Thiruvalla,5,Without Alcohol,Hotel Ashok International,10,3,79143,All meals
390,Kerala,Thiruvalla,2.2,Without Alcohol,Hotel Bessota International,20,3,97342,Breakfast
391,Kerala,Thiruvananthapuram,4.4,Without Alcohol,Amala s Residency,16,3,91528,Lunch
392,Kerala,Thiruvananthapuram,3.2,Without Alcohol,HOTEL ASLIYYA GRANDE,20,3,88293,Dinner
393,Kerala,Thiruvananthapuram,2,Without Alcohol,HOTEL CITY PALACE,10,3,91283,All meals
394,Kerala,Thiruvananthapuram,1,Without Alcohol,Hotel Flamingo Inn a unit of flamingo Inn Pvt Ltd ,41,3,98142,Breakfast
395,Kerala,Thiruvananthapuram,2,Without Alcohol,HOTEL HIGHNESS INN,11,3,78423,Dinner
396,Kerala,Thiruvananthapuram,4,Without Alcohol,HOTEL INDRAPRASTHA,10,3,97732,Lunch
397,Kerala,Thiruvananthapuram,3,Without Alcohol,HOTEL INDRAPRASTHA,15,3,78423,All meals
398,Kerala,Thiruvananthapuram,1.1,Without Alcohol,Hotel Indrapuri,10,3,94523,Breakfast
399,Kerala,Thiruvananthapuram,2.3,Without Alcohol,HOTEL PADMA,10,3,88294,Dinner
400,Kerala,Thiruvananthapuram,2.4,Without Alcohol,HOTEL PRASANTH ,51,3,94682,Lunch
401,Kerala,Thiruvananthapuram,4.7,Without Alcohol,HOTEL PRASANTHI,15,3,87652,All meals
402,Kerala,Thiruvananthapuram,4.1,Without Alcohol,Hotel Rajadhani,17,3,88974,Breakfast
403,Kerala,Thiruvananthapuram,1.3,Without Alcohol,Hotel Safari,19,3,82345,Dinner
404,Kerala,Thiruvananthapuram,1.9,Without Alcohol,Leela Backwaters Inn,15,3,97382,Lunch
405,Kerala,Thiruvananthapuram,1.4,Without Alcohol,PADMASREE TOURIST HOME,11,3,83792,All meals
406,Kerala,Thiruvananthapuram,2.4,Without Alcohol,Pattom Royal Hotel,45,3,87293,Breakfast
407,Kerala,Thiruvananthapuram,2.1,Without Alcohol,RACO REGENCY,12,3,97235,Dinner
408,Kerala,Thiruvananthapuram,3,Without Alcohol,RUBY ARENA,40,3,94325,Lunch
409,Kerala,Thiruvananthapuram,5,Without Alcohol,The Grand Residency ,16,3,92583,All meals
410,Kerala,Thiruvananthapuram,4,Without Alcohol,THE TRAVANCORE HERITAGE  A Unit of Joys The Beach Resort P  Ltd  ,84,3,78763,Breakfast
411,Kerala,Thodupuzha,2.2,Without Alcohol,GEMINY TOURIST HOME,17,3,94523,Dinner
412,Kerala,Thodupuzha,4.5,Without Alcohol,Hotel Vrindavan,11,3,96325,Lunch
413,Kerala,Thodupuzha,5,Without Alcohol,Hotel Xavier s Avenue Pvt  Ltd ,20,3,79543,All meals
414,Kerala,Thodupuzha,2.2,Without Alcohol,Tee Cee Restaurant,11,3,93527,Breakfast
415,Kerala,Thripunithura,4.4,Without Alcohol,Kottavathil Restaurant ,10,3,97246,Dinner
416,Kerala,Thrissur,3.2,Without Alcohol,ASHOKA INN,34,3,82943,Lunch
417,Kerala,Thrissur,2,Without Alcohol,ASHOKA RESIDENCY,11,3,89173,All meals
418,Kerala,Thrissur,1.7,Without Alcohol,Central Hotel Agencies,10,3,97634,Breakfast
419,Kerala,Thrissur,2.4,Without Alcohol,CHERAKULAM TOURIST HOME,10,3,98632,Dinner
420,Kerala,Thrissur,4,Without Alcohol,DAYA REGENCY,10,3,87563,Lunch
421,Kerala,Thrissur,3,Without Alcohol,Deliza Residency,20,3,93752,All meals
422,Kerala,Thrissur,1.1,Without Alcohol,Devasura Inn  A Unit of Devasura Inn Private Limited,11,3,89174,Breakfast
423,Kerala,Thrissur,2.3,Without Alcohol,Fort Gate Hotels and Resorts  A unit of Fort Gate Hotels and Resorts Private Limited ,18,3,92134,Lunch
424,Kerala,Thrissur,2.4,Without Alcohol,GOLDEN BAR,10,3,94623,Dinner
425,Kerala,Thrissur,4.7,Without Alcohol,HAMARA HOTELS,20,3,78723,All meals
426,Kerala,Thrissur,4.1,Without Alcohol,HIGHWAY PALACE INN,20,3,85239,Breakfast
427,Kerala,Thrissur,1.3,Without Alcohol,HOLIDAY PARK,13,3,97834,Dinner
428,Kerala,Thrissur,1,Without Alcohol,HOTEL APSARA,10,3,95324,Lunch
429,Kerala,Thrissur,4.4,Without Alcohol,Hotel Ayodhya Regency ,10,3,89972,All meals
430,Kerala,Thrissur,3.4,Without Alcohol,Hotel Clay House,25,3,86124,Breakfast
431,Kerala,Thrissur,1.6,Without Alcohol,Hotel Dreamland,19,3,93724,Dinner
432,Kerala,Thrissur,3.5,Without Alcohol,HOTEL HILL TOP,11,3,95763,Lunch
433,Kerala,Thrissur,2.4,Without Alcohol,Hotel Kottaram Residency,17,3,78345,All meals
434,Kerala,Thrissur,4,Without Alcohol,HOTEL MOON AND SHOPPING COMPLEX ,10,3,79123,Breakfast
435,Kerala,Thrissur,3,Without Alcohol,HOTEL NEW CASTLE,10,3,79234,Lunch
436,Kerala,Thrissur,1.1,Without Alcohol,HOTEL OAK TREE ,14,3,96324,Dinner
437,Kerala,Thrissur,2.3,Without Alcohol,Hotel Park Residency,12,3,95634,All meals
438,Kerala,Thrissur,2.4,Without Alcohol,HOTEL PENINSULA,12,3,95732,Breakfast
439,Kerala,Thrissur,2.7,Without Alcohol,Hotel Salkara,10,3,92834,Dinner
440,Kerala,Thrissur,2.3,Without Alcohol,HOTEL SEVEN SEAS,11,3,78294,Lunch
441,Kerala,Thrissur,3,Without Alcohol,Hotel Simla,10,3,82745,All meals
442,Kerala,Thrissur,5,Without Alcohol,HOTEL SREE GOKULAM RESIDENCY  A UNIT OF SREE GOKULAM HOTELS INDIA PVT LTD ,20,3,86974,Breakfast
443,Kerala,Thrissur,4,Without Alcohol,HOTEL WAYLORD,10,3,97834,Lunch
444,Kerala,Thrissur,2.2,Without Alcohol,Hotel Zodiac,10,3,87654,Dinner
445,Kerala,Thrissur,4.5,Without Alcohol,Keli Residency   A Unit of Keli Hotels Private Limited ,19,3,92736,All meals
446,Kerala,Thrissur,5,Without Alcohol,Kovilakam Inn  A unit of Kovilakam Inn India Private Limited ,13,3,94523,Breakfast
447,Kerala,Thrissur,2.2,Without Alcohol,LUMBINI SUPREME,10,3,91754,Dinner
448,Kerala,Thrissur,4.4,Without Alcohol,M R TOURIST HOME,10,3,87623,Lunch
449,Kerala,Thrissur,3.2,Without Alcohol,MAY FAIR HOTELS,10,3,83642,All meals
450,Kerala,Thrissur,2,Without Alcohol,Mayura Inn,18,3,95236,Breakfast
451,Kerala,Thrissur,1.7,Without Alcohol,Peringottukara Palace,14,3,93124,Dinner
452,Kerala,Thrissur,4,Without Alcohol,Polakulath Tourist Home Kodugallor,10,3,88342,Lunch
453,Kerala,Thrissur,1.3,Without Alcohol,POORAM RESIDENCY HOTEL INDIA PRIVATE LIMITED,13,3,78952,All meals
454,Kerala,Thrissur,1,Without Alcohol,Rose Residency,10,3,83492,Breakfast
455,Kerala,Thrissur,4.4,Without Alcohol,Solar Hotels  A unit of Solar Hotels Pvt Ltd  ,10,3,78624,Lunch
456,Kerala,Thrissur,3.4,Without Alcohol,THE NADUMURI INN,11,3,86492,Dinner
457,Kerala,Thrissur,1.6,Without Alcohol,VICTORY INTERNATIONAL,10,3,92863,All meals
458,Kerala,Tirur,3.5,Without Alcohol,HOTEL DEEPA RESTAURANT,12,3,88294,Breakfast
459,Kerala,Tirur,2.4,Without Alcohol,Hotel Salkara,11,3,45115,Dinner
460,Kerala,Valancherry,4,Without Alcohol,SWAGATH INN,12,3,51273,Lunch
461,Kerala,Varkala,3,Without Alcohol,Hindustan Beach Retreat,27,3,54639,All meals
462,Kerala,Varkala,1.1,Without Alcohol,hotel varkala park international,16,3,45923,Breakfast
463,Kerala,Wayanad,2.3,Without Alcohol,HOTEL SAUGANDHIKA WEST GATE,12,3,45846,Lunch
464,Kerala,Wayanad,2.4,Without Alcohol,Hotel Manasasaras,13,3,31587,Dinner
465,Kerala,Wayanad,1.7,Without Alcohol,HOTEL MAYO,12,3,85563,All meals
466,Kerala,Wayanad,4.9,Without Alcohol,HOTEL VANARANI,10,3,41581,Breakfast
467,Kerala,Wayanad,3.7,Without Alcohol,STERLING HOLIDAY RESORTS LTD,61,3,71547,Dinner
468,Madhya Pradesh,Avarghani,4,Without Alcohol,PENCH JUNGLE CAMP,31,3,73821,Lunch
469,Madhya Pradesh,Bhopal,3,Without Alcohol,HOTEL AMER PALACE,55,3,68821,All meals
470,Madhya Pradesh,Bhopal,1.1,Without Alcohol,Hotel Amer Palace,55,3,71823,Breakfast
471,Madhya Pradesh,Tikamgarh,2.3,Without Alcohol,Silver Estate Resort,50,3,69832,Dinner
472,Maharashtra,Ahmednagar,2.4,Without Alcohol,Hotel Yash Grand ,27,3,70932,Lunch
473,Maharashtra,Amravati,4.7,Without Alcohol,THE GRAND MEHFIL,79,3,67823,All meals
474,Maharashtra,Andheri  East ,4.1,Without Alcohol,Hotel Om Tunga Vihar,20,3,72932,Breakfast
475,Maharashtra,Andheri  East ,1.3,Without Alcohol,The Regale by Tunga A unit of Hotel Tunga Regale  India  Pvt  Ltd  ,49,3,69821,Lunch
476,Maharashtra,Aurangabad,1,Without Alcohol,LEMON TREE HOTEL AURANGABAD,102,3,71832,Dinner
477,Maharashtra,Lonavala,4.4,Without Alcohol,The Fern  A Unit of Agarwal Hospitality Pvt  Ltd  ,80,3,68823,All meals
478,Maharashtra,Mulshi,3.4,Without Alcohol,Atmantan Resort Wellness Health Centre ,108,3,76683,Breakfast
479,Maharashtra,Mumbai,1.6,Without Alcohol,Citizen Hotel  A UNIT OF CITIZEN HOTELS PVT  LTD  ,43,3,82142,Dinner
480,Maharashtra,Mumbai,3.5,Without Alcohol,HOTEL SUNCITY RESIDENCY,35,3,83675,Lunch
481,Maharashtra,MUMBAI,2.4,Without Alcohol,Hotel Tunga Paradise,40,3,87729,All meals
482,Maharashtra,Mumbai,4,Without Alcohol,KEYS HOTEL NESTOR ,100,3,95672,Breakfast
483,Maharashtra,Mumbai,3,Without Alcohol,Kohinoor Elite  A Unit of Kohinoor Elite Hotels Pvt Ltd  ,100,3,87123,Dinner
484,Maharashtra,Mumbai,1.1,Without Alcohol,Peninsula Redpine Hotel  A Unit of The Competent Hotel Private Limited,29,3,93485,Lunch
485,Maharashtra,Mumbai,2.3,Without Alcohol,Sea Palace Hotel,47,3,92746,All meals
486,Maharashtra,Mumbai,2.4,Without Alcohol,Soho House Mumbai,36,3,86249,Breakfast
487,Maharashtra,Mumbai,1.3,Without Alcohol,THE MIRADOR,106,3,78835,Lunch
488,Maharashtra,Nagpur,4,Without Alcohol,Hotel Naivedhyam North Star,38,3,98723,Dinner
489,Maharashtra,Nagpur,2.1,Without Alcohol,Tadoba Vanya Villas Resort and Spa  a unit of Royale Blue Resorts India Private Limited ,36,3,96324,All meals
490,Maharashtra,Nashik,3.4,Without Alcohol,Hotel Grand Rio  A Unit of CMP Hospitality  ,45,3,98823,Breakfast
491,Maharashtra,Navi Mumbai,3,Without Alcohol,HOTEL HIGHWAY VIEW,20,3,93482,Dinner
492,Maharashtra,Navi Mumbai,5,Without Alcohol,Hotel Supreme Heritage,61,3,95824,Lunch
493,Maharashtra,Palghar,4,Without Alcohol,ANCHAVIYO RESORTS,16,3,87432,All meals
494,Maharashtra,Pune,2.2,Without Alcohol,Ginger Pune Wakad,127,3,92137,Breakfast
495,Maharashtra,Pune,4.5,Without Alcohol,IBIS HOTEL   PUNE  UNIT OF INTERGLOBE HOTELS PRIVATE LIMITED ,160,3,96123,Lunch
496,Maharashtra,Thane,5,Without Alcohol,GCC HOTEL AND CLUB,106,3,98523,Dinner
497,Maharashtra,Thane,2.2,Without Alcohol,GCC Hotels Private Limited,48,3,95823,All meals
498,Maharashtra,Thane,4.4,Without Alcohol,Krishna Palace,58,3,93724,Breakfast
499,Manipur,Imphal ,3.2,Without Alcohol,Elora Hotel  a unit of Chingao Hotel and Resorts Pvt  Ltd ,28,3,98742,Dinner
500,Meghalaya,Shillong ,2,Without Alcohol,HOTEL POINISUK,30,3,96742,Lunch
501,Odisha,Angul,1,Without Alcohol,ASHIANA HILL VIEW,80,3,97623,All meals
502,Odisha,Jajpur Road,4.4,Without Alcohol,Ginger Hotel Kalinganagar,93,3,98234,Breakfast
503,Odisha,Jharsuguda,3.4,Without Alcohol,THR ORCHARD  Garden Palace Hotels Resorts Pvt Ltd,50,3,99237,Dinner
504,Odisha,Puri,1.6,Without Alcohol,MAYFAIR Waves  Puri,34,3,94123,Lunch
505,Odisha,Talcher,3.5,Without Alcohol,Hotel Surya Garden,38,3,99123,All meals
506,Punjab,Jalandhar,2.4,Without Alcohol,COUNTRY INN SUITES BY RADISSON A UNIT OF HAYRE REGENCY HOTELS PRIVATE LIMITED,45,3,93782,Breakfast
