S.No.,State,City,Category,Alcohol,Hotel Name,Address,Total Rooms,Ratings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Kerala,Kottayam,3 Star,Without Alcohol,Hotel Anjali Park,K K Road  Kottayam ,19,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Kerala,Kottayam,3 Star,Without Alcohol,HOTEL ARCADIA,T B ROAD OPPOSITE KSRTC BUS STATION KOTTAYAM,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Kerala,Kottayam,3 Star,Without Alcohol,Hotel Armani,Galaxy Junction  Mundakayam  Kerala 686513,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Kerala,Kottayam,3 Star,Without Alcohol,HOTEL BREEZE INTERNATIONAL ,NEAR NO  1 PVT  BUS STAND  KAVALA  CHANGANACHERRY  KOTTAYAM DISTRICT ,10,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Kerala,Kottayam,3 Star,Without Alcohol,HOTEL CASTLE RESIDENCY,PERUVA P O,11,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Kerala,Kottayam,3 Star,Without Alcohol,HOTEL MEDAS,A UNIT OF KAY KAY ENTERPRISES  PONKUNNAM  KOTTAYAM DISTRICT   686506,11,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Kerala,Kottayam,3 Star,Without Alcohol,HOTEL NITHYA,GANDHINAGAR  KOTTAYAM DISTRICT,11,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Kerala,Kottayam,3 Star,Without Alcohol,Hotel Pankaj ,Vaikom Road  Thalayolaparambu P O  Kottayam ,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Kerala,Kottayam,3 Star,Without Alcohol,HOTEL PRESIDENCY,KAVALA  CHANGANACHERRY  KOTTAYAM DISTRICT,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Kerala,Kottayam,3 Star,Without Alcohol,HOTEL PRINCE  ,K K ROAD  KANJIKUZHY  KOTTAYAM,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Kerala,Kottayam,3 Star,Without Alcohol,HOTEL SUMMERSAND RESTAURANT,VELLOORE P O  PAMPADY  KOTTAYAM Kottayam,11,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Kerala,Kottayam,3 Star,Without Alcohol,HOTEL VARSHA INTERNATIONAL RESIDENCY,A UNIT OF ROYALGOLF HOTELS INDIA PRIVATE LIMITED  MANJOOR P O  KURUPPANTHARA  KOTTAYAM ,15,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Kerala,Kottayam,3 Star,Without Alcohol,Hotel Zodiac International,Kaduthuruthy  Kottayam,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Kerala,Kottayam,3 Star,Without Alcohol,JOYEES RESIDENCY,YMCA ROAD  KOTTAYAM Kottayam,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Kerala,Kottayam,3 Star,Without Alcohol,Merlin Residency,Manarcadu Jn  Kottayam,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Kerala,Kovalam,3 Star,Without Alcohol,DIAMOND PALACE HOTEL,Kovalam Bypass Road Edavilakom Vazhamuttom P O   Kovalam Trivandrum,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Kerala,Kovalam,3 Star,Without Alcohol,HOTEL SEA FACE,N U P Beach Road  Kovalam  Trivandrum ,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Kerala,Koyilandy,3 Star,Without Alcohol,Kalyan Residency,Railway station Road  Opp  New Bus stand  Koyilandy  Kozhikkode   Kerala,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Kerala,Kozhikode,3 Star,Without Alcohol,Hotel Hasthinapuri Inn,Chungam  Thamarassery  Kozhikode,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Kerala,Kozhikode,3 Star,Without Alcohol,HOTEL MONAD,KGP 20511 KARANTHUR PO  KUNNAMANGALAM  KOZHIKODE KERALA 673571,20,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Kerala,Kozhikode,3 Star,Without Alcohol,Hotel Springway  A unit of Hotel Springway LLP ,Building no KP 23622A  B  C  D  E  F G wayanad road  Kunnamangalam Kozhikode,11,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Kerala,Kozhikode,3 Star,Without Alcohol,HOTEL THUSHARA INTERNATIONAL,KODENCHERRY P O VIA THAMARASSERY KOZHIKODE DT ,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Kerala,Kozhikode,3 Star,Without Alcohol,Kings Regency  A unit of King s Regency LLP ,Building No 5 540A  NH Bypass  Pantheerankavu Kozhikode,11,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Kerala,Kozhikode,3 Star,Without Alcohol,KOVILAKAM RESIDENCY  A UNIT OF KOVILAKAM RESIDENCY PRIVATE LIMITED ,OPP  MIMS   MINI BYPASS ROAD  GOVINDAPURAM  KOZHIKODE 673016  KERALA Kozhikode,27,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Kerala,Kozhikode,3 Star,Without Alcohol,MEDORA HOTEL,Opposite Stadium Pavamani Road Kozhikode ,40,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Kerala,Kozhikode,3 Star,Without Alcohol,Park Residency,Ramanattukara  Kozhikode,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Kerala,Kozhikode,3 Star,Without Alcohol,Queens Hotel,Annie Hall Road  Near Railway station Road  Kozhikode,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Kerala,Kozhikode,3 Star,Without Alcohol,Theertha International,payyoli Kozhikode Dist Kerala,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Kerala,Kunnamkulam,3 Star,Without Alcohol,R C Park,Opp Town hall Herbert Road Kunnamkulam,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Kerala,Kunnamkulam,3 Star,Without Alcohol,victory inn park residency,Calicut Road  Parempadam  Kunnamkulam Thrissur,10,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Kerala,Malappuram,3 Star,Without Alcohol,Hotel Mahendrapuri,Kavungal Malappuram Post Malappuram District,12,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Kerala,Malappuram,3 Star,Without Alcohol,HOTEL PICNIC  A UNIT OF KOCHIKUNNEL WINES ,A UNIT OF KOCHIKUNNEL WINES  COURT ROAD  MANJERI P O  MALAPPURAM DISTRICT  676121,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Kerala,Malappuram,3 Star,Without Alcohol,Hotel Samrat and Tourist Home,Ooty Road  Edakkara  Malappuram  Districr  Kerala State,10,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Kerala,Malappuram,3 Star,Without Alcohol,Hotel Souparnika Inn  A unit of Hotel Souparnika Inn Pvt Ltd  ,Kozhikkode Road  Punnathala P O  Puthanathani  Malapuram Malappuram,12,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Kerala,Malappuram,3 Star,Without Alcohol,HOTEL SWAGATH,CALICUT ROAD VALANCHERY MALAPURAM DISTRICT,10,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Kerala,Malappuram,3 Star,Without Alcohol,ROSE RESIDENCY,MANNARKKAD ROAD  PERINTHALMANNA  MALAPPURAM DISTRICT 679322,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Kerala,Mavelikkara,3 Star,Without Alcohol,HOTEL SIXER,Thattarambalam  Mavelikara road  Mavelikara  Alappuzha ,10,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Kerala,Mavelikkara,3 Star,Without Alcohol,HOTEL TRAVANCORE REGENCY,NORTH MITCHEL JUNCTION  MAVELIKKARA ALAPPUZHA,11,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Kerala,Munnar,3 Star,Without Alcohol,Hotel Princess De Munnar,Chithirapuram  Post   Anachal Munnar ,10,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Kerala,Munnar,3 Star,Without Alcohol,ISSACS RESIDENCY,Top Station Road  Munnar  ,32,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Kerala,Muvattupuzha,3 Star,Without Alcohol,Janatha Tourist Home,Kavitha Road Kacherithazham Muvattupuzha Ernakulam Muvattupuzha,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Kerala,Muvattupuzha,3 Star,Without Alcohol,NEELAMBARI SUITES,VILLANCHIRA THALAKODE P O  NERIAYAMANGALAM KOTHAMANGALAM ERNAKULAM DIST ,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Kerala,Muvattupuzha,3 Star,Without Alcohol,The Krishna Regency Muvattupuzha ,The Krishna Regency  Near Private Bus Stand Thodupuzha Road  Muvattupuzha   686661,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Kerala,Ottappalam,3 Star,Without Alcohol,KOTTARAMHOTELS PVT LTD,A K G ROAD OTTAPALAM Ottappalam,19,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Kerala,Palai,3 Star,Without Alcohol,Hotel Maharani,Michael Joseph And Co   Main Road   Pala P O  Kottayam,12,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Kerala,Palai,3 Star,Without Alcohol,Hotel Zodiac,Uzhavoor  Kottayam Dist ,11,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Kerala,Palakkad,3 Star,Without Alcohol,DEEPA RESTAURANT AND TOURIST HOME,DEEPA RESTAURANT AND TOURIST HOME  PATTAMBI ROAD  CHERUPULACHERY  PALAKAD DIST   KERALA 679503,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Kerala,Palakkad,3 Star,Without Alcohol,GAYATHRI INN,KALLADIKKODE P O  PALAKKAD DISTRICT,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Kerala,Palakkad,3 Star,Without Alcohol,HOTEL CHANAKYA,CHANDRA NAGAR  PALAKKAD,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Kerala,Palakkad,3 Star,Without Alcohol,HOTEL DIANA  THE SOUTH MALABAR TRADING COMPANY ,VADAKKENCHERRY POST  PALAKKAD DISTRICT ,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Kerala,Palakkad,3 Star,Without Alcohol,HOTEL GAYATHRI INTERNATIONAL,THRIPPALUR  ERIMAYUR P O  PALAKKAD DISTRICT Palakkad,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Kerala,Palakkad,3 Star,Without Alcohol,HOTEL GAYATHRI REGENCY,KADAMPAZHIPURAM P O  PALAKKAD DISTRICT  KERALA STATE,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Kerala,Palakkad,3 Star,Without Alcohol,Hotel Govardhana,3 413  Rock Garden Road  Malampuzha Dam Post  Malampuzha   Palakkad  Dist ,12,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Kerala,Palakkad,3 Star,Without Alcohol,HOTEL KAIRALI, A UNIT OF RAJENDRAN AND ASSOCIATE   NEAR KSRTC BUS STAND  SHORANUR ROAD  PALAKKAD DISTRICT,14,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Kerala,Palakkad,3 Star,Without Alcohol,HOTEL KAIRALI TOWERS,NEAR INDIRA GANDHI STADIUM COIMBATORE ROAD  Palakkad,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Kerala,Palakkad,3 Star,Without Alcohol,HOTEL MAPS RESIDENCY,M G  ROAD  OPP  DYSP OFFICE  SHORANUR  PALAKKAD DISTRICT,14,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Kerala,Palakkad,3 Star,Without Alcohol,Hotel Rajadhani,R S Road  Pattambi  Palakkad  Dist ,12,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Kerala,Palakkad,3 Star,Without Alcohol,JYOTHIS REGENCY  A unit of Moochikunnans Hotel Pvt  Ltd  ,No 9 421 to 448 KANNAMBRA GRAMA PANCHAYATH NH 47 KARAYANGAD VADAKKENCHERY PO PALAKKAD  Palakkad Palakkad,20,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Kerala,Palakkad,3 Star,Without Alcohol,KALYAN TOURIST HOME,G  B  ROAD  ERUMAKKARA STREET  PALAKKAD,15,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Kerala,Palakkad,3 Star,Without Alcohol,Sree Narayana Hotel,Ambalapara,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,Kerala,Palakkad,3 Star,Without Alcohol,The Gold Hotel,Padalodumedu   Near Venkateswara Petrol Pump Kuzhalmannam  Post   Palakkad ,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Kerala,Paravoor,3 Star,Without Alcohol,Hotel Grand Muziris,Opp  Civil Station  N  Paravoor,11,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Kerala,Paravoor,3 Star,Without Alcohol,JAYA TOURIST HOME,JAYA TOURIST HOME  OPP PWD GUEST HOUSE  N PARAVOOR  ERNAKULAM DISTRICT  KERALA,10,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Kerala,Pathanamthitta,3 Star,Without Alcohol,Hotel Amala,Opp  KSRTC Bus Station  Pathanamthitta,10,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Kerala,Pathanamthitta,3 Star,Without Alcohol,Hotel Heyday Inn,Aban Junction  Pathanamthitta P O  Pathanamthitta ,10,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Kerala,Pathanamthitta,3 Star,Without Alcohol,HOTEL SEA BLUE,OPP  PRIVATE BUS STAND MALLAPPALLY P O  MALLAPPALLY PATHANAMTHITTA,10,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Kerala,Pathanamthitta,3 Star,Without Alcohol,HOTEL SURYA AND GIRIRANI TOURIST HOME,Opp K S R T C Bus Stand   Main Road Konni Pathanamthitta Dist Pathanamthitta,10,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Kerala,Pathanamthitta,3 Star,Without Alcohol,KUTTIES RESIDENCY,Market Junction  Konni Pathanamthitta,11,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Kerala,Pathanamthitta,3 Star,Without Alcohol,Shines Tourist Hotel,P B No 5 Pandalam Pathanamthitta Dist ,12,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Kerala,Pattambi,3 Star,Without Alcohol,NAKSHATRA REGENCY,3 284  PATTAMBI MAIN ROAD  KOPPAM  PALAKKAD  PIN     679 307,12,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Kerala,Payyanur,3 Star,Without Alcohol,HOTEL ARCHANA AND DWARAKA TOURIST HOME,Main Road  Payyannur  Kannur ,22,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Kerala,Payyanur,3 Star,Without Alcohol,K B C GREEN PARK HOTEL,EDAT PAYYANUR KANNUR DIST  KERALA STATE,22,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Kerala,Perumbavoor,3 Star,Without Alcohol,EAGLE TOURIST HOME,M C  Road  Perumbavoor P O   Ernakulam,10,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Kerala,Perumbavoor,3 Star,Without Alcohol,EMBASSERY RESIDENCY,KURUPPAMPADY P O  ERNAKULAM DISTRICT KERALA STATE,11,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Kerala,Perumbavoor,3 Star,Without Alcohol,HOTEL ANJALY INTERNATIONAL,HOTEL ANJALY INTERNATIONAL  OUSHADHI JN   M C  ROAD  PERUMBAVOOR,10,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Kerala,Perumbavoor,3 Star,Without Alcohol,Manna Tourist Home,A M Road  Perumbavoor,10,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Kerala,Perumbavoor,3 Star,Without Alcohol,RITZ INTERNATIONAL,A M ROAD  PERUMBAVOOR,11,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Kerala,Ponnani,3 Star,Without Alcohol,HOTEL SAAYOOJ,THRISSUR ROAD  SUKAPURAM PO EDAPPAL MALAPURAM DIST  Ponnani,10,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Kerala,Punalur,3 Star,Without Alcohol,NARENDRA REGENCY,GOVT  HOSPITAL ROAD  PUNALUR  KOLLAM,11,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Kerala,Quilandy,3 Star,Without Alcohol,Park Residency,Koyilandy P O  Kozhikode District,15,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Kerala,Shoranur,3 Star,Without Alcohol,Apsara Tourist Home,Opposite to Railway station Shoranur Shoranur,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Kerala,Sultan Bathery,3 Star,Without Alcohol,HOTEL THE RESORT,Gandhi junction Rahim memorial Road Sulthan bathery Wayanad Dist  Kerala,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Kerala,Taliparamba,3 Star,Without Alcohol,HOTEL CHEMBARATHY GARDEN,7th MILE KUTTIKKOL PO TALIPARAMBA VILLAGE TALIPARAMBA TALUK KANNUR DISTRICT ,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Kerala,Thalikkulam,3 Star,Without Alcohol,Central Residency   Unit of Vynika Hotels Private Limited ,VIII   495 F  NH 66  Thalikkulam  Post  Thalikkulam Thalikkulam,10,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Kerala,Thekkady,3 Star,Without Alcohol,HOLIDAY VISTA  M S C Hotels and Resorts Pvt Ltd  ,K K Road  Kumuly  Thekkady 685 509 Idukki District,52,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Kerala,Thiruvalla,3 Star,Without Alcohol,Hotel Ashok International,T K Road  Thiruvalla  Pathanamthitta,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Kerala,Thiruvalla,3 Star,Without Alcohol,Hotel Bessota International,Near YMCA  Tiruvalla  Pathanamthitta  Kerala,20,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Amala s Residency,Central Theatre Road Powerhouse Road Opposite Railway 2nd Entry Pazhavangadi Thiruvananthapuram ,16,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL ASLIYYA GRANDE,NAVAIKULAM  TRIVANDRUM 695603,20,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL CITY PALACE,ARAYALLOOR   THIRUMALA PO   TRIVANDRUM Thiruvananthapuram,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Hotel Flamingo Inn a unit of flamingo Inn Pvt Ltd ,Opp  Infosys Campus  Technopark  By pass Medanada Kulathoor  p o Trivandrum,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL HIGHNESS INN,PERUMTHANNI  EANCHACKAL  TRIVANDRUM,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL INDRAPRASTHA,HOTEL INDRAPRASTHA  MAITHANAM  VARKALA PO  THIRUVANANTHAPURAM 695141,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL INDRAPRASTHA,ATTAKULANGARA P O  THIRUVANANTHAPURAM,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Hotel Indrapuri,TC 26 689  1 2   Vanross Junction  Trivandrum Thiruvananthapuram Thiruvananthapuram ,10,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL PADMA,CONVENT ROAD  VANCHIYOOR  TRIVANDRUM,10,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL PRASANTH ,HOTEL PRASANTH   A unit of PRASAD HOTELS PRIVATE LIMITED  TC 11 726  P M G Junction  Thiruvananthapuram  695033  Kerala State,51,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,HOTEL PRASANTHI,HOTEL PRASANTHI  PARASSALA PO  NEYYATTINKARA  THIRUVANANTHAPURAM  KERALA ,15,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Hotel Rajadhani,Hotel Rajadhani  Rajadhani Buildings  East Fort  Thiruvananthapuram   695 023,17,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Hotel Safari,Near KURTC Bus stand M C  Road Venjaramood Thiruvananthapuram,19,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Leela Backwaters Inn,Bridge Road  Poovar  Thiruvanthapuram  Kerala  India Thiruvananthapuram,15,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,PADMASREE TOURIST HOME,Chirayinkeezhu Thiruvananthapuram,11,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,Pattom Royal Hotel,TC 3 2778 1  Pattom   Plamoodu Reach  Pattom Road,45,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,RACO REGENCY,MURINJAPALAM  MEDICAL COLLEGE  THIRUVANATHAPURAM,12,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,RUBY ARENA,Kumarapuram Road  Medical Collage P O  Thiruvananthapuram Dist   Kerala State  Pin 695011,40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,The Grand Residency ,Nellimoodu P O  Thiruvananthapuram ,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Kerala,Thiruvananthapuram,3 Star,Without Alcohol,THE TRAVANCORE HERITAGE  A Unit of Joys The Beach Resort P  Ltd  ,Balaramapuram  Near kovalam  Chowara P O   695501 Thiruvananthapuram  Kerala  India  ,84,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
