Hotel_id,State,City,Ratings,Alcohol_Availability,Hotel_Name,Address,Total_Rooms,Category,Pricing,Meals
138,Gujarat,Sanand,4.1,Without Alcohol,Ginger Sanand,NH 8A  Mahalaxmi Industrial Estate  Village Iyava  Sanand Viramgam Highway  Ahead Essar petrol pump  Opp Hanuman Mandir  Sanand,104,3 Star,72491,All meals
139,Gujarat,Saurashtra,3.1,Without Alcohol,LORDS RESORT A UNIT OF SETU JOY PVT  LTD ,JOLLY ENJOY  R S  NO  64 P1 P2  NATIONAL HIGHWAY 8A  VILLAGE MAGHARIKHADA  TAL  CHOTILA  DIST  SURENDRANAGAR   363520,42,3 Star,69827,Lunch
140,Gujarat,Surat,4.6,Without Alcohol,SHILPI HILL RESORT,SAPUTARA  DIST DANG GUJARAT,68,3 Star,63294,Breakfast
141,Gujarat,Surat,1.1,Without Alcohol,The Amore Banquets,Near V R Mall  Next to BPCL Petrol Pump  Magdalla,17,3 Star,67894,Dinner
142,Gujarat,Talaja,2.3,Without Alcohol,The Postcard Gir Wildlife Sanctuary  A unit of The General s Retreat Gir ,KHATA NUMBER 75 SURVEY NUMBER 57 1A P8 VILLAGE SANGODARA  Talaja,15,3 Star,74129,All meals
143,Gujarat,Vadodara,2.4,Without Alcohol,The Fern  Akota Vadodara  A unit of Nand Hospitality Pvt  Ltd   ,PLOT NO 11  GOKHLE COLONY  BEHIND DINESH MILL  AKOTA Vadodara Vadodara Vadodara,72,3 Star,55728,Breakfast
144,Gujarat,Vadodara,1.1,Without Alcohol,COMFORT INN DONIL  MANISH EMPIRE ,OPP  RTO DARJIPURA  BS VANCHENTA KENDRA  NR  GOLDEN CHOKDI  NH 8 VADODARA 390022,79,3 Star,51892,All meals
145,Gujarat,Vadodara,2.3,Without Alcohol,Eastin Residences Vadodara,78 Sampatrao Colony  Off RC Dutt Road  Alkapuri,44,3 Star,73429,Dinner
146,Gujarat,Vadodara,2.4,Without Alcohol,HOTEL RAMADA ENCORE ,UNIT OF SRPL  SHRESHTH BHARAT BHAVAN  STATUE OF UNITY  KEVADIYA COLONY  NARMADA  NANDOD  GUJARAT  393151,52,3 Star,37129,Lunch
147,Gujarat,Vadodara,4.7,Without Alcohol,Kabir Hotel and Spa,Opp  F G I  Building  Sevasi Road  Vadodara ,57,3 Star,74732,Breakfast
148,Gujarat,Vadodara,4.1,Without Alcohol,Regenta Inn by Royal Orchid Hotels  unit of Cube Construction Engineering ltd ,Ved Transcube Plaza  opp  Railway Station  Near Central Bus Stand  Vadodara  ,58,3 Star,43928,All meals
149,Gujarat,Vadodara,1.3,Without Alcohol,Suncity LIfestyle,Gotri   Sherkhi Road,37,3 Star,33521,Dinner
150,Gujarat,Vapi,3,Without Alcohol,HOTEL SILVER LEAF VILLAGE,PLOT NO   340 P 1 N H  NO   56 VILLAGE   KAKADKOPAR   VAPI   DHARAMPUR ROAD   KAKADKOPAR ,17,3 Star,67921,Lunch
151,Gujarat,Viramgam,5,Without Alcohol,HOTEL MIDORI,PRATHAMA NR HONDA 2 WHEELER PLANT  VIRAMGAM BECHRAJI HIGHWAY  VITHLAPUR TALUKA MANDAL,38,3 Star,54276,Breakfast
152,Haryana,Ambala,4,Without Alcohol,MM CONTINENTAL HOTEL,NH 73  AMBALA  JAGADHARI HIGHWAY  MULLANA  AMBALA HARYANA,48,3 Star,48257,All meals
153,Haryana,Gurgaon,2.2,Without Alcohol,Country Inn   Suites By Carlson  A Unit of Tuberose Hotel ,Plot No 301 302  Sector   12  Old Delhi Road  Gurgaon   122001  Haryana  India,73,3 Star,36427,Breakfast
154,Haryana,Gurgaon,4.5,Without Alcohol,Fortune Park Orange  A unit Of Orange SPA Hotel and Resorts Pvt  Ltd,K M  Stone 67  NH 8  Sidhrawali,96,3 Star,65394,Dinner
155,Haryana,Gurgaon,5,Without Alcohol,IBIS GURGAON,ibis Gurgaon Golf Course Road Block 1 Sector 53 Gurgaon,214,3 Star,62937,All meals
156,Haryana,Gurgaon,2.2,Without Alcohol,Lemon Tree Hotel  Tarudhan Valley   Manesar  A unit of Coronet Hotel Services and Supplies Pvt  Ltd  ,Tarudhan Valley  Village Dadu  P O  Hasanpur  Tehsil Tauru  District Mewat Gurgaon,70,3 Star,73492,Lunch
157,Haryana,Gurgaon,4.4,Without Alcohol,Lemon Tree Hotel Tarudhan Valley,Lemon Tree Hotel  Tarudhan Valley  Village Dadu  Tehsil Tauru  Mewat  Gurugram Gurgaon,70,3 Star,45927,Breakfast
158,Haryana,Gurgaon,3.2,Without Alcohol,Skycity Hotels Private Limited,1 Old Judicial Complex  Jharsa Road  Sector 15 Gurgaon,55,3 Star,55286,Dinner
159,Haryana,Rewari,2,Without Alcohol,Aravali Resorts,76th Mile Stone  NH8  Dharuhera  District Rewari,29,3 Star,52913,All meals
160,Himachal Pradesh,Solan,2.4,Without Alcohol,Timber Trail Resort  Unit of Asia Resort Ltd  ,Parwanoo  Distt  Solan   Himachal Pradesh,28,3 Star,34295,Breakfast
161,Karnataka,Bangalore,3.1,Without Alcohol,Angsana Oasis Spa and Resort  A unit of Prestige Leisure Resorts Pvt  Ltd  ,ADDEVISHWANATHAPURA VILLAAGE MAIN DODDABALLAPURA ROAD RAJANUKUNTE BANGALORE 560064 Bangalore Bangalore,79,3 Star,75000,Dinner
162,Karnataka,Bangalore,2.6,Without Alcohol,Holiday Inn Express and Suites Bengaluru  OMR  Unit of Brigade Hotel Ventures Limited,Survey No  49  Huskur Village  Bidarahalli Hobli  Bengaluru East Taluk  ,237,3 Star,53812,Lunch
163,Kerala,Adoor,1.4,Without Alcohol,CENTRAL PARK HOTEL,OPP  RELIANCE FILLING STATION  K P ROAD   ADOOR  ,10,3 Star,65192,All meals
164,Kerala,Alappuzha,4.9,Without Alcohol,ALLEPPEY PRINCE HOTEL,A S ROAD NH 47 ALAPPUZHA KERALA STATE,43,3 Star,60238,Breakfast
165,Kerala,Alappuzha,1.9,Without Alcohol,Enkey s Residency,Pathirappally NH 66 Pathirappally PO ,10,3 Star,49732,Dinner
166,Kerala,Alappuzha,2.9,Without Alcohol,HOTEL INDRAPRASTHA,CHARUMMOODU PO  MAVELIKARA  ALAPPUZHA  KERALA ,10,3 Star,72821,All meals
167,Kerala,Alappuzha,3.7,Without Alcohol,HOTEL KALAI,HOTEL KALAI  KUTTITHERUVU JN  Kayamkulam  Alappuzha,15,3 Star,40219,Lunch
168,Kerala,Alappuzha,3.5,Without Alcohol,HOTEL KARTHIYAYINI,HOTEL KARTHIYAYINI  OTTAPPUNNA JUNCTION  CHERTHALA PO  ALAPPUZHA 688524,12,3 Star,73421,Breakfast
169,Kerala,Alappuzha,3.1,Without Alcohol,JEENA RESIDENCY,OPP KSRTC BUS STATION  HARIPAD  ALAPPUZHA DISTRICT,10,3 Star,71238,All meals
170,Kerala,Alappuzha,4.1,Without Alcohol,Magnet Hotels,V C S B Road Near KSRTC Bus stand Alleppey,12,3 Star,71529,Dinner
171,Kerala,Alappuzha,3.1,Without Alcohol,THE ROYALE PLAZA,THE ROYALE PLAZA  NEAR RAILWAY OVER BRIDGE  K P ROAD  KAYAMKULAM  ,24,3 Star,70831,Breakfast
172,Kerala,Angamaly,4.6,Without Alcohol,HOTEL BLUE BELLS  a Unit of EDASSERY MOTELS AND VILLAS  ,HOTEL BLUE BELLS  ANGADIKADAVU ROAD  ANGAMALY P O  ERNAKULAM DISTRICT  KERALA 683572,14,3 Star,69473,All meals
173,Kerala,Angamaly,1.1,Without Alcohol,HOTEL HILLS PARK  MATHA ENTERPRISES ,NEAR KSRTC BUS STAND  ANGAMALY  ERNAKULAM ,17,3 Star,38726,Lunch
174,Kerala,Angamaly,2.3,Without Alcohol,HOTEL MAXX INN,KARUKUTTY  ERNAKULAM,10,3 Star,74283,Breakfast
175,Kerala,Angamaly,2.4,Without Alcohol,The Hotel Chettungal,Aluva Road  Angamaly,10,3 Star,44783,Dinner
176,Kerala,Angamaly,4.7,Without Alcohol,Vrindavan Retreat,Bldg No IV 38 Madhurapuram Mekkad Vattaparambu Road Mekkad  Post  Athani Ernakulam Dist   ,10,3 Star,61382,All meals
177,Kerala,Attingal,4.1,Without Alcohol,DEV RESIDENCY,MOONUMUKKU ATTINGAL P O  ATTINGAL THIRUVANANTHAPURAM,11,3 Star,63127,Breakfast
178,Kerala,Calicut,1.3,Without Alcohol,Hill Side ,Near NIT  Kariyakulangara   Mukkam Calicut  Kerala ,11,3 Star,62987,Lunch
179,Kerala,Calicut,5,Without Alcohol,Hotel Maharani  A unit of Hotel Maharani Pvt  Ltd  ,Taluk Road  Puthiyara P O  Kozhikode Calicut,43,3 Star,48732,Dinner
180,Kerala,Calicut,4,Without Alcohol,Hotel Surya,Paithoth Road  Perambra  Kozhikode,15,3 Star,46512,All meals
181,Kerala,Calicut,2.2,Without Alcohol,Mavoor Regency,Poovattuparamba P O  Kozhikode,10,3 Star,47629,Breakfast
182,Kerala,Calicut,4.5,Without Alcohol,Park Residency,G H Road  Calicut,20,3 Star,64482,All meals
183,Kerala,Calicut,5,Without Alcohol,Park Residency   Kuttiyadi  A unit of Flair Hotels and Resorts Pvt  Ltd,ADUKKATH PO  KUTTIYADI  CALICUT  Calicut,16,3 Star,68571,Dinner
184,Kerala,Calicut,2.2,Without Alcohol,Prinz Residency,Near Chengottukavu Bridge  P O Melur  Koyilandy,17,3 Star,53478,Lunch
185,Kerala,Calicut,4.4,Without Alcohol,The North Park,N H Bye Pass  Nut Street  Vatakara  Calicut Dist Calicut Calicut,18,3 Star,69238,Breakfast
186,Kerala,Chalakudy,3.2,Without Alcohol,Hotel Harshavardhana Inn,Opposite Apollo Tyres  N H 47  Potta  Post   Chalakudy ,15,3 Star,72129,All meals
187,Kerala,Chalakudy,2,Without Alcohol,Hotel Rachana Continental  A unit of Hotel Rachana Continental Pvt Ltd  ,KSRTC Road  Chalakudy  Thrissur Chalakudy,14,3 Star,43628,Lunch
188,Kerala,Changanassery,2.972461752,Without Alcohol,Hotel Panchavady,Near KSRTC  Kavala  Changanacherry  Kottayam,12,3 Star,49374,Breakfast
189,Kerala,Changanassery,2.972461752,Without Alcohol,Hotel Breezeland  A unit of Breezeland Hotels Ltd ,By Pass Junction  M C Road  Vazhappally  Changanacherry  Changanassery,18,3 Star,58327,Dinner
190,Kerala,Changanassery,2.972461752,Without Alcohol,HOTEL VANI,CENTRAL JUNCTION  KAVALA CHANGANASSERY,16,3 Star,52943,All meals
191,Kerala,Chengannur,1,Without Alcohol,NAVARATNA TOURIST HOME,M C Road   Chengannur   Alappuzha  Dist ,10,3 Star,39217,Breakfast
192,Kerala,CHERAI,4.4,Without Alcohol,Cherai beach resorts,Cherai po  vypin island Ernakulam district  Kerala State 683513 CHERAI CHERAI,25,3 Star,73832,Dinner
193,Kerala,Cherthala,3.4,Without Alcohol,Hotel Aroor Residency ,NH 66 Aroor Alappuzha  Kerala,17,3 Star,74592,All meals
194,Kerala,Cherthala,1.6,Without Alcohol,Hotel Envees,Hotel Envees   Eramalloor  Cherthala,10,3 Star,36892,Lunch
195,Kerala,Cherthala,3.5,Without Alcohol,Keerthi Palace Restaurant,Ponnamvely Pattanakkad P O Cherthala Cherthala,10,3 Star,55832,Breakfast
196,Kerala,Ernakulam,2.4,Without Alcohol,Amruthu Residency,M C Road  Koothattukulam  Ernakulam,13,3 Star,63482,Dinner
197,Kerala,Ernakulam,4,Without Alcohol,Arpitha Tourist Home,Nayarambalam Ernakulam,10,3 Star,54192,All meals
198,Kerala,Ernakulam,3,Without Alcohol,Aruna Tourist Home,A M Road  Perumbavoor  Ernakulam,10,3 Star,67318,Breakfast
199,Kerala,Ernakulam,1.1,Without Alcohol,ARYA INTERNATIONAL,NELLAD  ERNAKULAM Ernakulam,15,3 Star,72931,Lunch
200,Kerala,Ernakulam,2.3,Without Alcohol,ATSWILLINGDON HOTEL,ATS WILLINGDON HOTEL   A BRANCH OF P K MOHAMMED PRIVATE LIMITED  WILLINGDON ISLAND  KOCHI 682029 Ernakulam,19,3 Star,65892,All meals
201,Kerala,Ernakulam,2.4,Without Alcohol,Cochin Seaport Hotel,Thekkanmalipuram  Azheekkal P O  Vypeen Ernakulam 682510,25,3 Star,70394,Dinner
202,Kerala,Ernakulam,1,Without Alcohol,Diana Tourist Home,Koothattukulam  Ernakulam Dist ,10,3 Star,68427,Breakfast
203,Kerala,Ernakulam,4.4,Without Alcohol,ELOOR TOURIST HOME,KUTTIKATTUKARA P O  UDYOGAMANDAL  ERNAKULAM DISTRICT,15,3 Star,64931,All meals
204,Kerala,Ernakulam,3.4,Without Alcohol,Gopika Regency,NH17  Chirakkakam  Varapuzha  Cochin,20,3 Star,67192,Lunch
205,Kerala,Ernakulam,1.6,Without Alcohol,HAMILTON RESIDENCY  A UNIT OF HOTEL HAMILTON RESIDENCY PVT LTD ,HAMILTON RESIDENCY  A UNIT OF HOTEL HAMILTON RESIDENCY PVT LTD   KURUPPAMPADY  PERUMBAVUR  ERNAKULAM,10,3 Star,61827,Breakfast
206,Kerala,Ernakulam,3.5,Without Alcohol,Hotel Amruthu,Thoppumpady  Ernakulam District ,10,3 Star,46783,Dinner
207,Kerala,Ernakulam,2.4,Without Alcohol,Hotel Chandni Park  Hind Resorts and Services Pvt Ltd  ,South Kalamassery  Ernakulam,11,3 Star,50812,All meals
208,Kerala,Ernakulam,4,Without Alcohol,HOTEL EDASSERY MANSION,HOTEL EDASSERY MANSION  KATHRIKADAVU  KALOOR P O  ERNAKULAM 682017  KERALA,32,3 Star,70572,Breakfast
209,Kerala,Ernakulam,3,Without Alcohol,Hotel Elegance  A unit of Perumbavoor Hotels and Resorts Pvt  Ltd  ,M C  ROAD  PULLUVAZHI P O  PERUMBAVOOR  ERNAKULAM  PIN 683541,12,3 Star,61284,Lunch
210,Kerala,Ernakulam,1.1,Without Alcohol,Hotel Geo,Thoppumpady  Kochi,10,3 Star,47839,Dinner
211,Kerala,Ernakulam,2.3,Without Alcohol,HOTEL GREEN PALACE,PAMPAKUDA P O  MUVATTUPUZHA ERNAKULAM,11,3 Star,58971,All meals
212,Kerala,Ernakulam,2.4,Without Alcohol,Hotel Hill Palace  South Asia Hotels Ltd ,Refinery Road  Irumpanam Junction  Thripunithura,32,3 Star,42736,Breakfast
213,Kerala,Ernakulam,2.4,Without Alcohol,Hotel Kadambari Regency  A unit of Hotel Kadambari Regency Private Limited,BLDG  NO  XVII  264 275   M C ROAD  MAROTTICHODI  MATTOOR P O  KALADY  ERNAKULAM DISTRICT Ernakulam,11,3 Star,51731,Dinner
214,Kerala,Ernakulam,3.1,Without Alcohol,HOTEL KEERTHY,HOTEL KEERTHY  M C  ROAD  KOOTHATTUKULAM P O  ERNAKULAM DISTRICT  KERALA,10,3 Star,71428,All meals
215,Kerala,Ernakulam,2.6,Without Alcohol,HOTEL KOTTARAM ,Murikkumpadom  Vypeen   Cochin ,11,3 Star,71312,Lunch
216,Kerala,Ernakulam,1.4,Without Alcohol,HOTEL NAYANA,A UNIT OF HOTEL NAYANA PRIVATE LIMITED   P M ROAD  VAZHAKULAM P O  MUVATTUPUZHA  ERNAKULAM DISTRICT,10,3 Star,73819,Breakfast
217,Kerala,Ernakulam,4.9,Without Alcohol,Hotel Olive Eva,Opp Info Park Smart City Kakkanad Ernakulam,44,3 Star,53894,Dinner
218,Kerala,Ernakulam,1.9,Without Alcohol,HOTEL PALACE INN,A UNIT OF PLANET GROUP   BEHIND KSRTC BUS STAND  T B JUNCTION  ANGAMALY  ERNAKULAM DISTRICT,12,3 Star,62549,All meals
219,Kerala,Ernakulam,2.9,Without Alcohol,Hotel Panoramic,Parappuram P O Kanjoor Ernakulam,10,3 Star,72895,Lunch
220,Kerala,Ernakulam,3.7,Without Alcohol,Hotel Saj International,Medical College Jn Kolenchery  Post,14,3 Star,52821,Breakfast
221,Kerala,Ernakulam,3.5,Without Alcohol,HOTEL SEA GATE,SEA GATE PATHADIPALAM SOUTH KALAMASSERY COCHIN  KERALA ,10,3 Star,66421,Dinner
222,Kerala,Ernakulam,3.1,Without Alcohol,Hotel Zodiac,Market Junction  Tripunithura  Ernakulam,10,3 Star,64283,All meals
223,Kerala,Ernakulam,4.1,Without Alcohol,Jawahar Tourist Home,A M Road  Kothamangalam  Ernakulam,11,3 Star,75000,Breakfast
224,Kerala,Ernakulam,3.1,Without Alcohol,KATHRIKADAVU TOURIST HOME  HOTEL SEA PEARL  ,KUTTAPPAI ROAD  NEAR SARITHA THEATRE  ERNAKULAM DT  ERNAKULAM  KERALA 682031,10,3 Star,48362,Lunch
225,Kerala,Ernakulam,4.6,Without Alcohol,KIZHAKKAMBALAM TOURIST HOME,KIZHAKKAMBALAM TOURIST HOME  KIZHAKKAMBALAM  ERNAKULAM DISTRICT  KERALA 683562,15,3 Star,59821,All meals
226,Kerala,Ernakulam,4,Without Alcohol,LOVEDONS GARDEN,KOLENCHERY P O  ERNAKULAM,10,3 Star,64317,Dinner
227,Kerala,Ernakulam,2.2,Without Alcohol,MAHARANI HOLIDAY HOME,A UNIT OF MAHARANI HOLIDAY HOMES  P  LTD   PIRAVOM P O  ERNAKULAM DISTRICT,10,3 Star,45937,Breakfast
228,Kerala,Ernakulam,4.5,Without Alcohol,Maria International,Kothamangalam P O  Ernakulam,17,3 Star,56291,All meals
229,Kerala,Ernakulam,5,Without Alcohol,Niko Hotels  A Unit of Hikari Hotels Pvt  Ltd  ,K P Vallon Road Kadavanthra Cochin Kerala 682020 Ernakulam,27,3 Star,49362,Lunch
230,Kerala,Ernakulam,2.2,Without Alcohol,Park Central  A unit of Hotel Siena Central Private Limited ,36   1856   A  Kaloor   Kadavanthra Road  Kaloor   682017  Kerala,17,3 Star,73831,Breakfast
231,Kerala,Ernakulam,4.4,Without Alcohol,Park Residency,Girinagar Link Road  Kadavanthra Cochin  Kerala ,15,3 Star,74572,Dinner
232,Kerala,Ernakulam,3.2,Without Alcohol,Polakulath Regency ,Jewel Junction  M G Road  Ernakulam  Cochin ,10,3 Star,71892,All meals
233,Kerala,Ernakulam,2,Without Alcohol,POLAKULATH TOURIST HOME,POLAKULATH TOURIST HOME MULANTHURUTHY ERNAKULAM 682314 Ernakulam,12,3 Star,69127,Breakfast
234,Kerala,Ernakulam,2.972461752,Without Alcohol,Polakulath Tourist Home ,Polakulath Tourist Home  S N Jn   Palarivattom Cochin ,14,3 Star,63729,Lunch
235,Kerala,Ernakulam,4,Without Alcohol,Prayana Hotels,Near E S I Hospital Opposite North Railway Station Ernakulam,24,3 Star,68582,Dinner
236,Kerala,Ernakulam,3,Without Alcohol,Rock Rose Tourist Home  A unit of Rock Rose Tourist Home  P  Ltd ,NH Byepass  Palarivattom  Puthiya Road  Kochi  Kerala Ernakulam,11,3 Star,44832,All meals
237,Kerala,Ernakulam,1.1,Without Alcohol,Rose Residency,NH 49  Cochin Madura Road  Near Block Jn  Kolenchery,36,3 Star,61983,Breakfast
238,Kerala,Ernakulam,2.3,Without Alcohol,SONIA TOURIST HOME,M C ROAD  KOOTHATTUKULAM Ernakulam,14,3 Star,75000,Dinner
239,Kerala,Ernakulam,2.4,Without Alcohol,Sreevalsam Residency,Mattoor  M C Road  Kalady  Ernakulam Ernakulam Ernakulam,10,3 Star,70923,All meals
240,Kerala,Ernakulam,4.7,Without Alcohol,XL HOTEL,A K SAnthosh  Propriter  XL hotel  Rose street  Fort kochi  682001,10,3 Star,58194,Lunch
241,Kerala,Ettumanoor,4.1,Without Alcohol,Hotel Sreelakshmi Park,Pala Road Ayarkunnam Kottayam ,11,3 Star,66921,Breakfast
242,Kerala,Guruvayoor,2.4,Without Alcohol,Hotel Amaravathi ,Near Bus Stand  Chavakkad  Thrissur Guruvayoor,10,3 Star,59382,All meals
243,Kerala,Idukki,3.1,Without Alcohol,AMBADY TOURIST HOME,AMBADY TOURIST HOME  MUVATTUPUZHA ROAD  THODUPUZHA,10,3 Star,65418,Lunch
244,Kerala,Idukki,2.6,Without Alcohol,CHANDANA TOURIST HOME,UDUMALPET ROAD  MARAYUR P O   IDUKKI DIST ,25,3 Star,53293,Breakfast
245,Kerala,Idukki,1.4,Without Alcohol,DHANYA TOURIST HOME ,Kallarkutty Road  Adimaly  Idukki District  Kerala State     685561 Idukki ,16,3 Star,45839,Dinner
246,Kerala,Idukki,4.9,Without Alcohol,HOTEL GREEN OASIS,A UNIT OF GREEN OASIS REGENCY HOTEL PRIVATE LIMITED   NEAR TELEPHONE EXCHANGE  MUTTOM  THODUPUZHA  IDUKKI DISTRICT,18,3 Star,49172,All meals
247,Kerala,Idukki,1.9,Without Alcohol,Hotel Victoria International,Orappankal Building  Central Junction  Kattappana ,10,3 Star,68129,Breakfast
248,Kerala,IRITTY,2.9,Without Alcohol,HOTEL SURYA,Near Iritty Bridge  Iritty  Post  Kannur  Dist Kerala,11,3 Star,46927,Lunch
249,Kerala,IRITTY,3.7,Without Alcohol,K K TOURIST HOME,IRITTY  KANNUR DIST,20,3 Star,60372,Dinner
250,Kerala,IRITTY,3.5,Without Alcohol,Sky Paradise,Vallithode  Kiliyanthara  P O   Iritty ,16,3 Star,73419,All meals
251,Kerala,KALADY,3.1,Without Alcohol,EDASSERY VILLAGE RESORT,EDASSERY VILLAGE RESORT  CHENGAL  KALADY  ERNAKULAM DISTRICT 683574  KERALA,10,3 Star,47529,Breakfast
252,Kerala,Kalpetta,4.1,Without Alcohol,Chembra Residency  A unit of jilsu associates LLP ,Vellaramkunnu Kalpetta  P O ,10,3 Star,62831,Dinner
253,Kerala,Kanhangad,3.1,Without Alcohol,MALANADU TOURIST HOME ,North Kottacherry  Kanhangad  Kasaragod  ,14,3 Star,71823,Lunch
254,Kerala,Kanhangad,4.6,Without Alcohol,NEELESHWAR HERMITAGE,OZHINHAVALAPPU P O   NILESHWAR VIA  KASARAGOD DIST ,18,3 Star,74283,Breakfast
255,Kerala,Kannur,2.4,Without Alcohol,Geetha Residency,post chirakkal  puthiyatheru  Kannur Dist ,10,3 Star,68521,All meals
256,Kerala,Kannur,4,Without Alcohol,Broad Bean   A Unit Of KK Leisures and Tourism International Pvt  Ltd  ,Chakkarakkal  Mowenchery P O  Kannur Taluk  Kannur Dist ,15,3 Star,66428,Lunch
257,Kerala,Kannur,3,Without Alcohol,Hotel Parassini Polariz,Near Snake Park  Kolmotta  p o   Parassinikkadavu   Kannur,36,3 Star,63972,Dinner
258,Kerala,Kannur,1.1,Without Alcohol,Hotel Samudra,Post Sreekandapuram  Kannur Dist   Kerala,11,3 Star,51273,Breakfast
259,Kerala,Kannur,2.3,Without Alcohol,HOTEL SKY PARK,IRITTY ROAD  MATTANUR  KANNUR,19,3 Star,54639,All meals
260,Kerala,Kannur,2.4,Without Alcohol,LA SERENE HOTEL,A UNIT OF INFINITY BUSINESS GROUP  NEAR VETERINARY HOSPITAL  MATTANUR P O  KANNUR 670702,14,3 Star,45923,Lunch
261,Kerala,Kannur,2.4,Without Alcohol,Lyndas Residency,Alakkandy Arcade  T C Road  Kuthuparamba  Kannur Kannur,12,3 Star,68421,Dinner
262,Kerala,Kannur,3.1,Without Alcohol,Rajadhani,Peravoor   Kannur Kannur,10,3 Star,35154,All meals
263,Kerala,Kannur,2.6,Without Alcohol,SNEHA INN,BAKKALAM  KANOOL P O  KANNUR,14,3 Star,49327,Breakfast
264,Kerala,Karunagapally,1.4,Without Alcohol,Hotel Comfort Regency,Hotel Comfort Regency NH 66 47  Karunagapally Kollam Dist Kerala,11,3 Star,74629,Lunch
265,Kerala,Karunagapally,4.9,Without Alcohol,HOTEL INDRAPRASTHA,NH 66 KARUNAGAPPALLY P O  KARUNAGAPPALLY KOLLAM,21,3 Star,67539,Dinner
266,Kerala,Kasaragod,1.9,Without Alcohol,J K  Residency Kasaragod,Beach Road Kasaragod Kasaragod,10,3 Star,67539,All meals
267,Kerala,KASARGOD,2.9,Without Alcohol,HOTEL BEKAL PALACE,PALAKUNNU BEKAL P O,20,3 Star,52317,Breakfast
268,Kerala,KASARGOD,3.7,Without Alcohol,HOTEL LANDMARK,HOTEL LANDMARK  ALAMIPPALLY P O   KANHANGAD  KASARGOD DIST KASARGOD,12,3 Star,70931,Dinner
269,Kerala,Kayamkulam,3.5,Without Alcohol,HIGHWAY PALACE  A LEASED PROPERTY FROM HOTEL HIGHWAY PARK ,HIGHWAY PALACE  A LEASED PROPERTY FROM HOTEL HIGHWAY PARK   KAYAMKULAM,11,3 Star,71892,Lunch
270,Kerala,Kayamkulam,3.1,Without Alcohol,HOTEL ROMA CENTRAL ,HOTEL ROMA CENTRAL  A UNIT OF HOTEL JN PRIVATE LIMITED  2ND MILE  KOPRAPURA  PULLIKKANAKKU P O  KAYAMKULAM Kayamkulam ,10,3 Star,69127,All meals
271,Kerala,Kochi,4.1,Without Alcohol,Arakkathara tourist home,Arakkathara tourist home  Nambiyapuram Road  Palluruthy  Kochi 682006,10,3 Star,63729,Breakfast
272,Kerala,Kochi,3.1,Without Alcohol,GINO TOURIST HOME,KAKKANAD  KOCHI,10,3 Star,68582,Dinner
273,Kerala,Kochi,4.6,Without Alcohol,KALAMASSERY TOURIST HOME,KALAMASSERY TOURIST HOME  OPP APPOLO TYRES  KALAMASSERY NORTH P O  KALAMASSERY  ERNAKULAM DISTRICT  KERALA 683104,19,3 Star,44832,All meals
274,Kerala,Kochi,5,Without Alcohol,The Cochin Legacy  Labella Hospitality Pvt  Ltd  ,Near Nairs Hospital  NH 47 Bye Pass  Maradu P O Ernakulam Dt  Kerala ,25,3 Star,61983,Lunch
275,Kerala,Kochi,2.2,Without Alcohol,THE INTERNATIONAL HOTEL,PB NO 3563  VEEKSHANAM ROAD  M G ROAD  ERNAKULAM,35,3 Star,75000,Breakfast
276,Kerala,Kodungallur,4.4,Without Alcohol,Aswathy Bar and Hotel,South Nada  Kodungallur  Thrissur Kodungallur,10,3 Star,70923,Dinner
277,Kerala,Kodungallur,3.2,Without Alcohol,Hotel Palace EN Paradise,Opposite KSRTC Bus Stand Sringapuram  Methala   Post Kodungallur  Thrissur  District  Kerala,10,3 Star,58194,All meals
278,Kerala,Kodungallur,2,Without Alcohol,KALLADA RESIDENCY,SANTHIPURAM KODUNGALLUR THRISSUR DIST KERALA STATE,10,3 Star,66921,Breakfast
279,Kerala,Kodungallur,2.972461752,Without Alcohol,Polakulath Tourist Home  Pullut ,Polakulath Tourist Home Pullut   Narayanamangalam  THRISSUR  Dis    PIN    680663,10,3 Star,59382,Lunch
280,Kerala,Kollam,2.972461752,Without Alcohol,HIGHLAND HOTEL AND RESORTS,HIGHLAND HOTEL AND RESORTS  OPP VAIDHYUTHI BHAVAN  NH 744  KOTTARAKARA PO  KOLLAM KERALALA  PIN 691506,22,3 Star,65418,Dinner
281,Kerala,Kollam,1,Without Alcohol,HOTEL ANTONY S TOWER,PATHANAPURAM  KOLLAM DIST,11,3 Star,53293,All meals
282,Kerala,Kollam,4.4,Without Alcohol,HOTEL DE ORIENT,Vadayattukotta Road  Near Head Post Office  Chinnakkada  Kollam ,10,3 Star,45839,Breakfast
283,Kerala,Kollam,3.4,Without Alcohol,HOTEL DONA CASTLE   a unit of Edassery Group of Hotels Pvt Ltd  ,HOTEL DONA CASTLE   a unit of Edassery Group of Hotels Pvt Ltd    LAKSHMINADA  KOTTAMUKKU  KOLLAM,17,3 Star,49172,Dinner
284,Kerala,Kollam,1.6,Without Alcohol,Hotel Emerald Palace,Kannanalloor  Kollam,10,3 Star,68129,Lunch
285,Kerala,Kollam,3.5,Without Alcohol,HOTEL HARISREE,MOONAMKUTTY KILIKOLLOOR P O  KOLLAM,12,3 Star,46927,All meals
286,Kerala,Kollam,2.4,Without Alcohol,Hotel Lake View ,Thoppilkadavu  Thirumullavaram P O  Kollam Kollam Kollam,10,3 Star,60372,Breakfast
